"name"                  ,"registered","dob"       ,"id"              ,"faculty","password"
"Frank Lynch"           ,"True"      ,"2/1/1981"  ,"Frank36963"      ,"fa2"    ,"apjjQ90"
"Cynthia Campbell"      ,"True"      ,"3/10/1946" ,"Cynthia21614"    ,"fa4"    ,"MhnEM64"
"James Cruz"            ,"False"     ,"25/5/1988" ,"James20275"      ,"fa2"    ,"otduw87"
"Holly Mckinney"        ,"False"     ,"30/5/1963" ,"Holly42827"      ,"fa3"    ,"AOMmf21"
"Martin Randolph"       ,"False"     ,"21/12/1981","Martin17671"     ,"fa4"    ,"voDkA05"
"Christina Haynes"      ,"True"      ,"7/3/1970"  ,"Christina12232"  ,"fa2"    ,"gEREw16"
"Evan Johnson"          ,"False"     ,"14/6/1946" ,"Evan12903"       ,"fa4"    ,"KcjbA32"
"Elizabeth Smith"       ,"True"      ,"23/1/1980" ,"Elizabeth27144"  ,"fa4"    ,"rfDZu05"
"Martin Gonzales"       ,"False"     ,"8/1/1965"  ,"Martin5300"      ,"fa3"    ,"ZFGQr56"
"Tracy Carter"          ,"True"      ,"8/12/1989" ,"Tracy16184"      ,"fa4"    ,"YYlvf74"
"Mark Gonzales"         ,"True"      ,"18/1/1981" ,"Mark39554"       ,"fa4"    ,"yuQbv16"
"Mary Cooper"           ,"True"      ,"25/10/1983","Mary44170"       ,"fa1"    ,"FWoSq12"
"Brandon Harmon"        ,"False"     ,"24/6/1941" ,"Brandon27871"    ,"fa3"    ,"xdXaC51"
"Carrie Schmitt"        ,"False"     ,"11/7/1985" ,"Carrie6625"      ,"fa2"    ,"ctaUq24"
"Christopher Ward"      ,"False"     ,"1/5/1959"  ,"Christopher33670","fa1"    ,"fSnFj32"
"Natalie Jones"         ,"False"     ,"14/4/1967" ,"Natalie43834"    ,"fa1"    ,"etTuh60"
"Jeffrey Brown"         ,"False"     ,"8/3/1952"  ,"Jeffrey22516"    ,"fa2"    ,"pohFr14"
"Katherine Webb"        ,"True"      ,"12/2/1996" ,"Katherine18330"  ,"fa2"    ,"Sxvcu78"
"Danny Gilmore"         ,"False"     ,"29/4/1950" ,"Danny9834"       ,"fa3"    ,"ICubb25"
"Lauren Powell"         ,"True"      ,"10/6/1982" ,"Lauren23974"     ,"fa2"    ,"OYegO71"
"Matthew Webb"          ,"True"      ,"5/5/1942"  ,"Matthew35359"    ,"fa4"    ,"BtKAw95"
"Amanda Kennedy"        ,"False"     ,"22/12/1956","Amanda40475"     ,"fa1"    ,"BXqGt10"
"Kevin White"           ,"False"     ,"15/5/1985" ,"Kevin4531"       ,"fa3"    ,"gytQi15"
"Jennifer Hickman"      ,"False"     ,"11/10/2001","Jennifer38377"   ,"fa2"    ,"VSLgF06"
"Phillip Young"         ,"False"     ,"22/9/1949" ,"Phillip37788"    ,"fa3"    ,"UcsoD99"
"Karen Reed"            ,"True"      ,"25/4/2001" ,"Karen38128"      ,"fa3"    ,"WYRrx21"
"Steven Chan"           ,"True"      ,"7/5/1991"  ,"Steven8775"      ,"fa1"    ,"KlCAj84"
"Jenna Weber"           ,"False"     ,"28/11/1944","Jenna32226"      ,"fa1"    ,"HYQid94"
"Derek Wright"          ,"False"     ,"17/6/1995" ,"Derek31059"      ,"fa1"    ,"tLiyl06"
"Tammy Hernandez"       ,"True"      ,"24/5/1999" ,"Tammy33208"      ,"fa2"    ,"tcxMD69"
"Adam Collier"          ,"True"      ,"10/2/1974" ,"Adam25195"       ,"fa1"    ,"NNjDs47"
"Abigail Hughes"        ,"False"     ,"6/3/1961"  ,"Abigail25227"    ,"fa2"    ,"FCHfe46"
"Randall Jones"         ,"True"      ,"14/10/1979","Randall35279"    ,"fa4"    ,"HxJWd08"
"Danielle Lee"          ,"False"     ,"17/1/1967" ,"Danielle34796"   ,"fa2"    ,"XPWuO45"
"Fred Lawrence"         ,"True"      ,"29/1/1985" ,"Fred7365"        ,"fa2"    ,"fNEsl68"
"Elizabeth Griffith"    ,"True"      ,"18/12/1997","Elizabeth36728"  ,"fa3"    ,"DcbrD44"
"Kenneth Miller"        ,"False"     ,"10/5/1965" ,"Kenneth27839"    ,"fa4"    ,"fRLyo11"
"Barbara Bender"        ,"False"     ,"6/4/1986"  ,"Barbara10828"    ,"fa4"    ,"krkTs82"
"Gregory Smith"         ,"True"      ,"29/9/2001" ,"Gregory38120"    ,"fa2"    ,"quwZc24"
"Michelle Hamilton"     ,"False"     ,"9/6/1998"  ,"Michelle15386"   ,"fa1"    ,"GqzHm78"
"Thomas Waters"         ,"True"      ,"2/11/1983" ,"Thomas20248"     ,"fa2"    ,"sPVrE81"
"Amber Jacobson"        ,"False"     ,"18/1/1946" ,"Amber35925"      ,"fa3"    ,"ruptH89"
"Russell Anthony"       ,"True"      ,"21/4/1955" ,"Russell12148"    ,"fa4"    ,"cVfDK95"
"Emily Collins"         ,"True"      ,"18/2/1957" ,"Emily25237"      ,"fa3"    ,"sligR00"
"Chad Mann"             ,"True"      ,"10/4/1960" ,"Chad12002"       ,"fa2"    ,"TLRcE88"
"Tanya Thompson"        ,"True"      ,"18/9/1948" ,"Tanya10743"      ,"fa2"    ,"IaCjx10"
"David Boyer"           ,"True"      ,"16/1/1960" ,"David7161"       ,"fa3"    ,"NEJZW39"
"Jane Luna"             ,"True"      ,"4/2/1985"  ,"Jane33008"       ,"fa4"    ,"jZhtq05"
"Dustin Edwards"        ,"False"     ,"27/1/1980" ,"Dustin3799"      ,"fa1"    ,"SweDd93"
"Brenda Travis"         ,"True"      ,"2/12/1965" ,"Brenda26791"     ,"fa2"    ,"vVTWX46"
"Devin Valdez"          ,"True"      ,"25/5/1958" ,"Devin1261"       ,"fa4"    ,"ZBgUk79"
"Katie Rivas"           ,"True"      ,"10/8/1998" ,"Katie1596"       ,"fa2"    ,"oWlnQ02"
"Nathan Rodriguez"      ,"False"     ,"29/5/1982" ,"Nathan8195"      ,"fa3"    ,"mmkki86"
"Susan Griffith"        ,"False"     ,"30/7/1987" ,"Susan46602"      ,"fa3"    ,"Azkve17"
"Sean Rodriguez"        ,"True"      ,"18/10/1968","Sean38479"       ,"fa4"    ,"mBroV98"
"Aimee Phillips"        ,"False"     ,"26/7/1972" ,"Aimee44920"      ,"fa2"    ,"gtgue08"
"Matthew Craig"         ,"True"      ,"20/6/1967" ,"Matthew49493"    ,"fa1"    ,"MiRZO73"
"Amy Bell"              ,"True"      ,"1/12/1999" ,"Amy45328"        ,"fa4"    ,"zYWOS51"
"Daniel Davidson"       ,"False"     ,"6/2/1999"  ,"Daniel47073"     ,"fa1"    ,"oGmZX39"
"Karen Garcia"          ,"False"     ,"22/8/1977" ,"Karen37647"      ,"fa3"    ,"NSQHR95"
"Michael Rollins"       ,"False"     ,"29/11/1954","Michael14561"    ,"fa1"    ,"qAThb09"
"Charlene Perez"        ,"False"     ,"26/11/1950","Charlene969"     ,"fa4"    ,"MAZTS80"
"Bruce Howard"          ,"True"      ,"1/5/1969"  ,"Bruce26930"      ,"fa3"    ,"gSiKl39"
"Leslie Tran"           ,"False"     ,"19/4/1951" ,"Leslie45218"     ,"fa1"    ,"djKjw68"
"Anthony Lopez"         ,"True"      ,"24/8/1966" ,"Anthony23892"    ,"fa2"    ,"yPskX49"
"Elizabeth Skinner"     ,"True"      ,"19/8/1999" ,"Elizabeth28376"  ,"fa2"    ,"lQWLY23"
"Todd Berger"           ,"True"      ,"22/12/1967","Todd3846"        ,"fa4"    ,"dUuJb22"
"Shannon Barrera"       ,"False"     ,"6/9/1951"  ,"Shannon21804"    ,"fa1"    ,"qeEoo67"
"Jacob Zamora"          ,"True"      ,"22/9/1982" ,"Jacob44030"      ,"fa3"    ,"EGLNq78"
"Kathleen Jones"        ,"False"     ,"26/6/1967" ,"Kathleen11079"   ,"fa2"    ,"oYOGV72"
"Dustin Bryan"          ,"True"      ,"5/2/1941"  ,"Dustin24613"     ,"fa4"    ,"luKtJ04"
"Sydney Schmidt"        ,"False"     ,"25/1/1940" ,"Sydney17085"     ,"fa4"    ,"zcXCh58"
"John Joseph"           ,"True"      ,"12/12/1965","John49001"       ,"fa3"    ,"ocrXY74"
"Dawn Lawson"           ,"True"      ,"26/9/1999" ,"Dawn8081"        ,"fa3"    ,"lQgup47"
"Charles Blake"         ,"True"      ,"29/2/1961" ,"Charles49524"    ,"fa3"    ,"CySTG63"
"Susan Proctor"         ,"True"      ,"12/8/1947" ,"Susan24501"      ,"fa4"    ,"lydqp42"
"John Daugherty"        ,"True"      ,"15/2/1948" ,"John12191"       ,"fa2"    ,"PrElZ56"
"Brianna Taylor"        ,"True"      ,"3/7/1960"  ,"Brianna12063"    ,"fa1"    ,"FVVYq51"
"Nicolas Terry"         ,"True"      ,"10/3/1941" ,"Nicolas21873"    ,"fa3"    ,"SLYtZ88"
"Brooke Mccann"         ,"True"      ,"5/2/1949"  ,"Brooke5163"      ,"fa1"    ,"EznZt37"
"Aaron Young"           ,"True"      ,"16/3/1953" ,"Aaron49023"      ,"fa3"    ,"YNJEi79"
"Lori Jacobs"           ,"False"     ,"29/1/1986" ,"Lori28034"       ,"fa2"    ,"jwMMs63"
"Michael Lee"           ,"False"     ,"10/12/1959","Michael10029"    ,"fa3"    ,"OpWBC01"
"Ashley White"          ,"True"      ,"29/4/2000" ,"Ashley26476"     ,"fa1"    ,"VBZZT55"
"Christopher Mccullough","False"     ,"4/3/1999"  ,"Christopher25327","fa3"    ,"GvcuD17"
"Amy Cunningham"        ,"False"     ,"10/4/1996" ,"Amy27619"        ,"fa1"    ,"pnUff62"
"Austin Alvarez"        ,"False"     ,"14/10/1941","Austin7043"      ,"fa2"    ,"JpnPy04"
"Lisa Gallagher"        ,"True"      ,"2/1/2000"  ,"Lisa27738"       ,"fa4"    ,"cKpgH21"
"James Castaneda"       ,"True"      ,"27/9/1978" ,"James44709"      ,"fa3"    ,"kTgED25"
"Kathleen Dunn"         ,"True"      ,"11/6/1968" ,"Kathleen5833"    ,"fa1"    ,"Dhfuu64"
"Mark Ramirez"          ,"False"     ,"4/8/1964"  ,"Mark36531"       ,"fa1"    ,"uCmhK49"
"Maria Smith"           ,"False"     ,"13/3/1983" ,"Maria27566"      ,"fa1"    ,"uHqQi94"
"Eric Thomas"           ,"False"     ,"20/6/1984" ,"Eric16287"       ,"fa2"    ,"BFKcH10"
"Maria Bailey"          ,"True"      ,"4/3/1967"  ,"Maria11841"      ,"fa4"    ,"gQmSG74"
"Anthony Keller"        ,"False"     ,"16/4/1952" ,"Anthony3295"     ,"fa2"    ,"QCNWH13"
"Paige Meyers"          ,"True"      ,"30/11/1968","Paige27424"      ,"fa4"    ,"zfCOU84"
"Jordan Bender"         ,"False"     ,"20/12/2000","Jordan25176"     ,"fa2"    ,"ADBJM79"
"Taylor Scott"          ,"True"      ,"2/8/1950"  ,"Taylor32337"     ,"fa4"    ,"MuMzJ59"
"Robert Cherry"         ,"False"     ,"7/1/1972"  ,"Robert18462"     ,"fa3"    ,"dRXGJ06"
"Tara Cummings"         ,"False"     ,"12/5/1985" ,"Tara20346"       ,"fa2"    ,"foaff36"
"George Coleman"        ,"True"      ,"16/9/1948" ,"George26720"     ,"fa2"    ,"oAGdZ93"
"Stephanie Cunningham"  ,"True"      ,"12/10/1964","Stephanie23479"  ,"fa3"    ,"Acnbp31"
"Matthew Coleman"       ,"True"      ,"28/9/1999" ,"Matthew42946"    ,"fa4"    ,"BDwyg01"
"Deborah Moore"         ,"True"      ,"16/2/1957" ,"Deborah13502"    ,"fa3"    ,"DktjN33"
"Chase Pierce"          ,"False"     ,"7/3/1962"  ,"Chase34917"      ,"fa4"    ,"DgbWg73"
"Sarah Rice"            ,"False"     ,"28/9/1977" ,"Sarah32428"      ,"fa3"    ,"MvMMV59"
"Anthony Ross"          ,"True"      ,"1/6/1942"  ,"Anthony18682"    ,"fa4"    ,"aaEKI81"
"Annette Thomas"        ,"True"      ,"30/2/1979" ,"Annette33658"    ,"fa4"    ,"XdtHt02"
"William Hardy"         ,"False"     ,"23/5/1945" ,"William32780"    ,"fa2"    ,"ggfTZ11"
"Alyssa Hood"           ,"True"      ,"17/4/1967" ,"Alyssa29399"     ,"fa2"    ,"wmzJG59"
"Kenneth Montoya"       ,"False"     ,"19/11/1946","Kenneth7780"     ,"fa4"    ,"SuAGO57"
"Sarah Wilson"          ,"False"     ,"21/9/1984" ,"Sarah13633"      ,"fa3"    ,"htSuP25"
"Daniel Sparks"         ,"True"      ,"1/11/1993" ,"Daniel2964"      ,"fa4"    ,"fGbxr78"
"Andrea Lewis"          ,"False"     ,"25/4/1963" ,"Andrea22226"     ,"fa1"    ,"IzeBe54"
"Jose Solis"            ,"False"     ,"17/11/1970","Jose13584"       ,"fa1"    ,"xfSdZ47"
"Emily Miller"          ,"False"     ,"27/8/1990" ,"Emily35525"      ,"fa4"    ,"mHAhQ44"
"Juan Hardin"           ,"False"     ,"26/7/2001" ,"Juan1098"        ,"fa2"    ,"YuyqN05"
"Amanda Taylor"         ,"True"      ,"5/8/1960"  ,"Amanda38985"     ,"fa2"    ,"OCTYO96"
"Robert Foster"         ,"False"     ,"23/12/1983","Robert42886"     ,"fa1"    ,"hvQhs79"
"Dorothy Reyes"         ,"False"     ,"3/9/1978"  ,"Dorothy11951"    ,"fa1"    ,"cWCSp48"
"Dylan Robinson"        ,"True"      ,"20/8/1947" ,"Dylan24445"      ,"fa3"    ,"rzodl70"
"Theresa Richards"      ,"True"      ,"4/8/1979"  ,"Theresa17225"    ,"fa2"    ,"lbpHQ20"
"Justin Short"          ,"True"      ,"4/7/1968"  ,"Justin13302"     ,"fa4"    ,"OtiDd99"
"Nicole Craig"          ,"True"      ,"20/6/1965" ,"Nicole16765"     ,"fa4"    ,"BrnWt70"
"Robert Garcia"         ,"True"      ,"9/3/1955"  ,"Robert40309"     ,"fa3"    ,"RsOkA55"
"Judy Martin"           ,"True"      ,"20/6/1962" ,"Judy47903"       ,"fa1"    ,"GAUMT67"
"Carlos Crane"          ,"False"     ,"6/12/1984" ,"Carlos46211"     ,"fa4"    ,"MhpGH26"
"Laurie Nguyen"         ,"True"      ,"11/7/1986" ,"Laurie22137"     ,"fa3"    ,"IBmCJ99"
"Kenneth Collins"       ,"True"      ,"24/6/1985" ,"Kenneth9405"     ,"fa2"    ,"qkBUV88"
"Katie Parker"          ,"True"      ,"8/9/1943"  ,"Katie4547"       ,"fa2"    ,"JrVcO88"
"Daniel Conrad"         ,"True"      ,"20/6/1940" ,"Daniel18768"     ,"fa4"    ,"LPDRu69"
"Sarah Daniels"         ,"False"     ,"12/6/1954" ,"Sarah38394"      ,"fa2"    ,"ePOxx34"
"Christopher Martinez"  ,"False"     ,"13/9/1984" ,"Christopher21612","fa2"    ,"JKnWz04"
"Rebecca Andersen"      ,"True"      ,"9/10/1949" ,"Rebecca15300"    ,"fa3"    ,"tffQn65"
"Gabriel Daniels"       ,"False"     ,"30/5/1974" ,"Gabriel46801"    ,"fa3"    ,"eQbni71"
"Amanda Doyle"          ,"True"      ,"29/5/1998" ,"Amanda13319"     ,"fa2"    ,"rsBgw53"
"Douglas Ferguson"      ,"False"     ,"27/1/1960" ,"Douglas21391"    ,"fa4"    ,"PtOqH83"
"Crystal Carter"        ,"True"      ,"8/3/2001"  ,"Crystal9515"     ,"fa3"    ,"MMjNX50"
"Nicholas Reed"         ,"False"     ,"1/4/1967"  ,"Nicholas4461"    ,"fa4"    ,"JJuuV27"
"Bailey Waters"         ,"True"      ,"8/4/1945"  ,"Bailey10710"     ,"fa3"    ,"HfMhx07"
"Kevin Garcia"          ,"False"     ,"5/8/2001"  ,"Kevin23059"      ,"fa2"    ,"hZKQZ84"
"Sarah Castro"          ,"True"      ,"13/10/1945","Sarah3795"       ,"fa2"    ,"tFMyv25"
"Justin Sandoval"       ,"True"      ,"22/6/1985" ,"Justin19732"     ,"fa2"    ,"TIYsM17"
"Erica Hernandez"       ,"True"      ,"22/4/1989" ,"Erica5803"       ,"fa1"    ,"CDfzz67"
"Ian King"              ,"False"     ,"2/8/1948"  ,"Ian48115"        ,"fa2"    ,"cnnFG77"
"Melissa Bradley"       ,"False"     ,"27/7/1946" ,"Melissa43438"    ,"fa2"    ,"FFBGC36"
"Wayne Skinner"         ,"False"     ,"26/6/1942" ,"Wayne27636"      ,"fa1"    ,"RfQdX04"
"Julie Burns"           ,"False"     ,"4/5/1972"  ,"Julie19911"      ,"fa2"    ,"YpXuY60"
"Jesse Armstrong"       ,"True"      ,"11/1/1989" ,"Jesse35216"      ,"fa2"    ,"NUgWZ70"
"Amy Chandler"          ,"True"      ,"12/10/1948","Amy5727"         ,"fa4"    ,"YNvCe91"
"Scott Ellis"           ,"False"     ,"2/9/1973"  ,"Scott28595"      ,"fa4"    ,"utKtJ89"
"Heather Sanchez"       ,"False"     ,"13/11/2001","Heather11842"    ,"fa3"    ,"ifIbe67"
"Shane Griffith"        ,"False"     ,"5/4/1942"  ,"Shane11641"      ,"fa4"    ,"Cunqp49"
"Marissa Bailey"        ,"True"      ,"5/4/1945"  ,"Marissa678"      ,"fa3"    ,"Wusmz87"
"Shawn Taylor"          ,"True"      ,"11/1/1979" ,"Shawn30102"      ,"fa2"    ,"bdQWA06"
"Kelly Lewis"           ,"True"      ,"30/9/1952" ,"Kelly42998"      ,"fa4"    ,"NXYYi82"
"Craig Ward"            ,"True"      ,"3/7/1945"  ,"Craig26003"      ,"fa2"    ,"axlcW19"
"Brittany Robbins"      ,"False"     ,"27/7/1972" ,"Brittany6028"    ,"fa2"    ,"clAUi34"
"Marcus Brooks"         ,"False"     ,"23/3/1970" ,"Marcus24840"     ,"fa1"    ,"gIMQI14"
"Lisa Day"              ,"False"     ,"28/2/1999" ,"Lisa10838"       ,"fa3"    ,"sUCls85"
"Eugene Reed"           ,"True"      ,"28/8/1942" ,"Eugene33644"     ,"fa2"    ,"CaqWB44"
"Taylor Martin"         ,"False"     ,"7/2/1972"  ,"Taylor2460"      ,"fa1"    ,"XNfWy93"
"Daniel Perez"          ,"False"     ,"13/9/1960" ,"Daniel48802"     ,"fa3"    ,"UAvrK30"
"Ashley Rojas"          ,"True"      ,"13/3/1994" ,"Ashley35122"     ,"fa3"    ,"miJPF21"
"Patrick Woodward"      ,"False"     ,"23/7/1975" ,"Patrick21621"    ,"fa1"    ,"ShaYT90"
"Lori Diaz"             ,"True"      ,"5/2/1977"  ,"Lori38872"       ,"fa3"    ,"hpwWd56"
"Nathan Butler"         ,"False"     ,"11/6/1962" ,"Nathan33108"     ,"fa2"    ,"OjtlT23"
"Linda Clarke"          ,"False"     ,"17/2/1947" ,"Linda40855"      ,"fa4"    ,"wXkFF50"
"Tyrone Gonzales"       ,"True"      ,"3/12/1977" ,"Tyrone19474"     ,"fa2"    ,"AyPzG32"
"Melissa Brown"         ,"True"      ,"1/11/1945" ,"Melissa19539"    ,"fa2"    ,"aVzHD48"
"Joshua Mcguire"        ,"True"      ,"2/11/1943" ,"Joshua38796"     ,"fa1"    ,"IXPhy38"
"Terri Mccall"          ,"True"      ,"17/3/1996" ,"Terri45190"      ,"fa1"    ,"AgXQb98"
"David Powers"          ,"False"     ,"2/6/1965"  ,"David31727"      ,"fa1"    ,"Wotmx84"
"Stephanie Jensen"      ,"True"      ,"27/12/1940","Stephanie33074"  ,"fa1"    ,"ATkRy09"
"Jesus Tate"            ,"True"      ,"30/10/1946","Jesus41087"      ,"fa3"    ,"GhCZq72"
"Gina Henderson"        ,"False"     ,"30/2/1986" ,"Gina39539"       ,"fa3"    ,"RwYJj90"
"James Cunningham"      ,"True"      ,"23/7/1967" ,"James36201"      ,"fa4"    ,"pjTcx32"
"Laura Rangel"          ,"True"      ,"11/5/1988" ,"Laura27861"      ,"fa2"    ,"lueDr78"
"Brian Zimmerman"       ,"False"     ,"3/6/1984"  ,"Brian20826"      ,"fa4"    ,"YVUUR24"
"Jennifer Valdez"       ,"True"      ,"30/1/1959" ,"Jennifer43850"   ,"fa2"    ,"XMFhS40"
"Paul Ross"             ,"True"      ,"14/7/1954" ,"Paul18550"       ,"fa2"    ,"Injra27"
"Debra Morgan"          ,"False"     ,"1/11/1967" ,"Debra41252"      ,"fa3"    ,"EcDIt94"
"Michael Benton"        ,"True"      ,"13/3/1990" ,"Michael5326"     ,"fa3"    ,"gufsd17"
"Donna Mason"           ,"False"     ,"29/11/1984","Donna17712"      ,"fa3"    ,"kpmLq74"
"Mario Smith"           ,"True"      ,"15/7/1996" ,"Mario34610"      ,"fa1"    ,"ySQjL91"
"Anna Brown"            ,"True"      ,"7/2/1959"  ,"Anna5271"        ,"fa3"    ,"MSxgf92"
"Brian Wood"            ,"True"      ,"2/3/1987"  ,"Brian23283"      ,"fa4"    ,"vGUGa37"
"Kristin Robles"        ,"True"      ,"12/9/1987" ,"Kristin24053"    ,"fa3"    ,"sbMsz87"
"William Parker"        ,"True"      ,"4/12/1985" ,"William43048"    ,"fa4"    ,"JYwij64"
"Mary Cannon"           ,"False"     ,"17/2/1978" ,"Mary29096"       ,"fa4"    ,"ghQhU10"
"Charles Wilkins"       ,"True"      ,"22/11/1982","Charles40368"    ,"fa1"    ,"noJtV99"
"Summer Baker"          ,"True"      ,"29/11/1980","Summer35228"     ,"fa1"    ,"vljoH98"
"Donald Walker"         ,"False"     ,"17/5/1996" ,"Donald4094"      ,"fa3"    ,"lbCfl07"
"Madison Anderson"      ,"False"     ,"21/1/1991" ,"Madison34398"    ,"fa2"    ,"CaEsg23"
"Gary Holden"           ,"True"      ,"24/7/1982" ,"Gary21597"       ,"fa2"    ,"WeImw18"
"Erica Cox"             ,"True"      ,"1/7/1994"  ,"Erica26974"      ,"fa2"    ,"uPMzG38"
"Bruce Taylor"          ,"True"      ,"24/4/2001" ,"Bruce43533"      ,"fa3"    ,"hHlgX57"
"Virginia Wright"       ,"False"     ,"25/4/1956" ,"Virginia31939"   ,"fa4"    ,"mWLkN87"
"Joseph Carroll"        ,"False"     ,"5/10/1991" ,"Joseph11359"     ,"fa1"    ,"VSpvs29"
"Erin Gilbert"          ,"True"      ,"21/6/1959" ,"Erin17195"       ,"fa2"    ,"klWdS98"
"Noah Morris"           ,"True"      ,"20/6/1956" ,"Noah8636"        ,"fa2"    ,"ecMpJ54"
"Maria Savage"          ,"True"      ,"25/2/1984" ,"Maria26940"      ,"fa4"    ,"yQQQv40"
"Randy Ramirez"         ,"False"     ,"11/3/1945" ,"Randy20875"      ,"fa3"    ,"PkqHd96"
"Jessica Stephenson"    ,"False"     ,"13/4/1978" ,"Jessica20316"    ,"fa4"    ,"wGNxW06"
"Joseph Norman"         ,"False"     ,"18/6/1998" ,"Joseph19561"     ,"fa2"    ,"JqcsE25"
"Katherine Walker"      ,"True"      ,"12/2/1944" ,"Katherine22389"  ,"fa3"    ,"SnRwM88"
"David Parrish"         ,"False"     ,"9/11/1958" ,"David2807"       ,"fa4"    ,"uHPAf30"
"Allison Bryan"         ,"True"      ,"17/3/1978" ,"Allison22173"    ,"fa2"    ,"IrnyC40"
"Lucas White"           ,"True"      ,"5/7/1981"  ,"Lucas28277"      ,"fa3"    ,"NvZsD50"
"Suzanne Jones"         ,"True"      ,"17/5/1973" ,"Suzanne47136"    ,"fa2"    ,"Munsw20"
"Gregory Ramos"         ,"False"     ,"20/1/1947" ,"Gregory27631"    ,"fa3"    ,"LhBdx52"
"Jasmine Phillips"      ,"False"     ,"10/6/1954" ,"Jasmine35350"    ,"fa1"    ,"IMhLM04"
"Donald Fisher"         ,"False"     ,"19/6/1978" ,"Donald6597"      ,"fa4"    ,"DOopa68"
"Christina Young"       ,"True"      ,"12/7/1973" ,"Christina11214"  ,"fa3"    ,"WGAHh32"
"Richard Shepard"       ,"True"      ,"25/4/1985" ,"Richard7293"     ,"fa4"    ,"EEePy28"
"Carol Lambert"         ,"True"      ,"18/11/2000","Carol45908"      ,"fa4"    ,"QbIPv03"
"Matthew Williams"      ,"True"      ,"13/8/1952" ,"Matthew2638"     ,"fa1"    ,"RjHAT41"
"Lisa Mccall"           ,"True"      ,"8/5/1987"  ,"Lisa9241"        ,"fa1"    ,"bfHKh61"
"Kevin Bennett"         ,"True"      ,"23/4/1941" ,"Kevin35121"      ,"fa4"    ,"TefmB78"
"Carla Smith"           ,"True"      ,"1/12/1948" ,"Carla1423"       ,"fa3"    ,"YxFeE86"
"Christopher Garcia"    ,"True"      ,"28/4/1985" ,"Christopher21134","fa4"    ,"virjZ53"
"Sandra Rangel"         ,"False"     ,"7/12/1980" ,"Sandra6626"      ,"fa2"    ,"NQXNw61"
"Patrick Jones"         ,"True"      ,"13/8/2000" ,"Patrick25859"    ,"fa1"    ,"CGPeO90"
"Hannah Warren"         ,"False"     ,"23/3/1982" ,"Hannah20470"     ,"fa2"    ,"kdsvO24"
"Albert Clark"          ,"True"      ,"25/10/1994","Albert11112"     ,"fa2"    ,"VyFqz67"
"Barbara Mendoza"       ,"False"     ,"1/3/1963"  ,"Barbara10046"    ,"fa2"    ,"ewPqU05"
"Alejandro Myers"       ,"False"     ,"3/10/1980" ,"Alejandro43772"  ,"fa4"    ,"uLeZN60"
"Rhonda Hoffman"        ,"False"     ,"25/8/1982" ,"Rhonda48275"     ,"fa4"    ,"hNFNP56"
"Jonathan Perez"        ,"True"      ,"21/7/1945" ,"Jonathan37035"   ,"fa4"    ,"KBzIU96"
"Melissa Atkins"        ,"True"      ,"25/12/1994","Melissa46094"    ,"fa4"    ,"ACOLU14"
"Dennis Taylor"         ,"False"     ,"3/9/1995"  ,"Dennis4127"      ,"fa1"    ,"waXzU61"
"Alexandra Collins"     ,"False"     ,"7/3/1954"  ,"Alexandra38140"  ,"fa1"    ,"RElQR70"
"Daniel Clark"          ,"True"      ,"10/3/1964" ,"Daniel32770"     ,"fa3"    ,"hZikg01"
"Tracy Davies"          ,"False"     ,"3/7/1949"  ,"Tracy5306"       ,"fa1"    ,"nenNS46"
"Gregory Anderson"      ,"True"      ,"5/4/1971"  ,"Gregory26202"    ,"fa4"    ,"iIPOT72"
"Sandra Mccarthy"       ,"True"      ,"8/7/1991"  ,"Sandra22520"     ,"fa1"    ,"zyUGW94"
"Brian Poole"           ,"False"     ,"17/2/1944" ,"Brian22515"      ,"fa4"    ,"bPHqC73"
"Jennifer Kline"        ,"True"      ,"30/4/1952" ,"Jennifer40521"   ,"fa4"    ,"buLnu01"
"Christopher Brown"     ,"False"     ,"24/1/1997" ,"Christopher15485","fa4"    ,"Wrtst14"
"Victoria Mason"        ,"False"     ,"3/11/1947" ,"Victoria3001"    ,"fa2"    ,"OdyGm11"
"Steven Hughes"         ,"False"     ,"21/4/1944" ,"Steven49575"     ,"fa4"    ,"lLqxI31"
"Jennifer Taylor"       ,"False"     ,"23/3/1991" ,"Jennifer7619"    ,"fa3"    ,"EeioM99"
"Cody Wilson"           ,"False"     ,"6/3/1981"  ,"Cody2022"        ,"fa4"    ,"lOUBH99"
"Susan Rodriguez"       ,"True"      ,"1/4/1975"  ,"Susan37972"      ,"fa3"    ,"rEsZM04"
"Michael Jennings"      ,"False"     ,"3/8/1945"  ,"Michael1713"     ,"fa4"    ,"oUmtt68"
"Dana Adams"            ,"False"     ,"26/1/2001" ,"Dana14109"       ,"fa3"    ,"RgQdv03"
"Ryan Shaw"             ,"True"      ,"6/5/1947"  ,"Ryan10322"       ,"fa2"    ,"ikJrg83"
"Cheyenne Walker"       ,"False"     ,"12/3/1976" ,"Cheyenne47743"   ,"fa3"    ,"FJKbW49"
"Tyrone Garcia"         ,"False"     ,"15/2/1986" ,"Tyrone28245"     ,"fa2"    ,"vavpC31"
"Hannah Castillo"       ,"True"      ,"28/2/1951" ,"Hannah46084"     ,"fa1"    ,"cpzyc84"
"Brian Small"           ,"False"     ,"14/9/1947" ,"Brian36431"      ,"fa1"    ,"ubqxN51"
